nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel
casual vintage valencia,españa,habitación interior individual pequeña,2,persona que viaja sola,bien,la ubicación,muy pequeña la habitación y no cambian las toallas,7.0,2023-12-18,muy bien
casual vintage valencia,argentina,habitación doble - 2 camas,3,pareja,muy bien,"la atencion es muy buena , amables y serviciales, tambien la limpieza de la habitacion y la ubicacion",la habitacion no tenia caja fuerte,8.0,2023-10-24,muy bien
casual vintage valencia,colombia,,2,grupo,lugar perfecto para conocer centro histórico de valencia,"la ubicación es perfecta para conocer valencia en su esplendor, ya que se encuentra en el centro historico.","la primera noche nos dieron una habitación muy regular, no correspondía a lo que habíamos pagado. eramos 4, teníamos una cama king y dos sofá camas sencillos, que dejan mucho que desear. los adultos que debían descansar en ellos, pasaron una noche terrible. ya al dia siguiente nos dieron una mejor habitación, donde pudimos descansar tranquilamente.",8.0,2023-08-23,muy bien
casual vintage valencia,argentina,,2,familia,bien,la cama muy cómoda y l buena limpieza.,,7.0,2023-08-04,muy bien
casual vintage valencia,españa,habitación doble deluxe,2,grupo,bien,"ubicación para ver ciudad, muy comodo.","ubicación ideal para callejear y visitar centro d valencia. la habitación muy bien con vistas a la plaza del ayuntamiento, una gran balconada. lo peor aire acondicionado o funcionaba muy bien y mucho calor al dar el sol d tarde.",7.0,2023-07-29,muy bien
casual vintage valencia,argentina,habitación doble,3,pareja,bien,lo mejor la ubicacion excelente atencion del personal la habitacion y el baño no muy comodos,el baño,7.0,2023-06-26,muy bien
casual vintage valencia,españa,habitación doble - 2 camas,1,grupo,bien,"la ubicación, sin duda!",la habitación era pequeña y el baño diminuto. necesita reforma de baños en algunas habitaciones.,7.0,2023-06-01,muy bien
casual vintage valencia,españa,habitación doble deluxe,1,grupo,bien,lo mejor es la localización y la atención del personal de recepción.,"habitación poco insonorizada, se escucha mucho el ruido de la calle por la noche.",7.0,2023-05-07,muy bien
casual vintage valencia,argentina,habitación interior individual pequeña,2,persona que viaja sola,lo esperado!,la ubicación,"el desayuno el fin de semana se sirve muy tarde, por lo que, al tener un vuelo muy temprano, no lo pude aprovechar. debería iniciarse antes el servicio",8.0,2023-05-01,muy bien
casual vintage valencia,españa,habitación interior individual pequeña,1,persona que viaja sola,muy bien,el lugar y el desayuno fueron estupendos. también me pareció excelente la atención de recepción. la ubicación es excepcional.,deberían tener frigobar en la habitación. la vista de las habitaciones que dan hacia atrás es muy deprimente.,8.0,2025-09-21,muy bien
casual vintage valencia,españa,,1,familia,fantástico,la ubicación y la comodidad en la habitación.,el único ascensor pequeño y muy solicitado constantemente.,9.0,2024-04-07,muy bien
casual vintage valencia,españa,habitación triple,2,familia,un buen hotel para alojarse,"nos gustó mucho la ubicación del hotel con vistas a la plaza del ayuntamiento. la habitación muy grande y amplia. el cuarto de baño con ducha y bañera, sin faltarle ningún detalle.",que las ventanas deberían de ser insonorizadas se escucha el ruido de exterior. aunque a media noche la zona no es tan concurrida y se puede dormir.,9.0,2023-10-15,muy bien
casual vintage valencia,suiza,habitación interior individual pequeña,1,persona que viaja sola,fantástico,habitación y cuarto de baño  tamaño y decorado ; la persona en la recepción 8o piso: vistas desayuno incluido,,9.0,2023-07-01,muy bien
casual vintage valencia,españa,habitación triple,1,familia,excepcional,"ubicación, amplitud de habitación y baño y amabilidad del personal.",,10.0,2026-04-05,muy bien
casual vintage valencia,españa,habitación doble,1,pareja,excepcional,ubicación,,10.0,2026-03-26,muy bien
casual vintage valencia,españa,habitación doble,1,persona que viaja sola,maravillosa cercanía de los puntos estratégicos,"excelente la ubicación inigualable, la cama maravillosa, habitaciones grandes","quizás descuido con la limpieza en áreas comunes, la habitación si estaba limpia",10.0,2026-03-26,muy bien
casual vintage valencia,españa,,1,familia,excepcional,la ubicación perfecta y la habitación chulisima,lo malo es que no teníamos ventana en la habitación,10.0,2026-03-25,muy bien
casual vintage valencia,españa,,1,pareja,hotel ideal en centro de valencia,muy céntrico,,10.0,2026-03-24,muy bien
casual vintage valencia,españa,habitación doble,1,pareja,lo he recomendado,la ubicación perfecta las vistas excelentes y el desayuno me ha sorprendido gratamente,,10.0,2026-03-22,muy bien
casual vintage valencia,españa,,3,pareja,100x100 recomendable,situacion inmejorable,,10.0,2026-03-21,muy bien
casual vintage valencia,españa,habitación doble - 2 camas,2,pareja,excepcional,"la atención de los chicos de recepción, el recibimiento muy majos.",,10.0,2026-03-18,muy bien
casual vintage valencia,españa,habitación triple,1,familia,excepcional,el trato ha sido muy bueno.,"por poner algo, el no poder entrar asta después de l advocat 15 horas",10.0,2026-03-18,muy bien
casual vintage valencia,españa,,2,pareja,excepcional,el trato y la habitación,todo genial,10.0,2026-03-18,muy bien
casual vintage valencia,españa,habitación doble,1,pareja,zoragarria,"ubicación ,la simpatía, limpieza una gozada mila esker",,10.0,2026-03-17,muy bien
casual vintage valencia,españa,habitación triple,1,grupo,una experiencia única,"el trato, la habitación, las vistas realmente todo",,10.0,2026-03-14,muy bien
casual vintage valencia,españa,habitación doble,1,pareja,excepcional,la situación y la atención en recepcion,quizás la variedad del desayuno,10.0,2026-03-11,muy bien
casual vintage valencia,españa,habitación doble deluxe,2,pareja,excepcional,el trato con los clientes y la ubicación,"el desayuno , muy escaso",10.0,2026-03-09,muy bien
casual vintage valencia,españa,habitación doble con terraza,1,pareja,excepcional,"las vistas ,la ubicación ,el personal de 10 y la habitación fantástica","me ha gustado todo , pero por decir algo la tv no era smart tv. para ser un 3 estrellas excelente, volveré y lo recomiendo 100 ",10.0,2026-03-01,muy bien
casual vintage valencia,españa,habitación interior individual pequeña,2,persona que viaja sola,excelente,su proximidad y ubicación,,10.0,2026-02-19,muy bien
casual vintage valencia,argentina,habitación triple,1,familia,excepcional,excelente ubicacion y muy buena comodidad las camas!,,10.0,2026-02-19,muy bien
casual vintage valencia,españa,habitación triple,2,familia,hotel muy cómodo y bonito,las vistas y la decoración de las habitaciones. el buffet de desayuno muy bien también.,se oía el ruido de la calle ya que está en un sitio muy céntrico.,10.0,2026-02-18,muy bien
casual vintage valencia,españa,habitación doble,2,pareja,excepcional,muy recomendable. sensación de confort y la ubicación inmejorable.,,10.0,2026-02-16,muy bien
casual vintage valencia,españa,,1,pareja,trabajo,la ubicación muy buena,,10.0,2026-02-11,muy bien
casual vintage valencia,españa,habitación triple,1,familia,excepcional,"me gustó todo desde la localización hasta el servicio, increíble...",podría mejorar el desayuno pero para el lugar y el precio está muy bien,10.0,2026-02-07,muy bien
casual vintage valencia,argentina,,2,pareja,excepcional,la habitación doble superior es muy amplia. todo impecable. el baño muy cómodo. la cama comodisima.,,10.0,2026-02-04,muy bien
casual vintage valencia,españa,habitación doble deluxe,1,persona que viaja sola,excepcional,"todo fenomenal. la ubicación, centro de la ciudad            personal muy amable y atento para ayudar          .",,10.0,2026-02-04,muy bien
casual vintage valencia,argentina,habitación doble - 2 camas,2,pareja,excepcional,"amplia habitación! excelentes vistas, la ubicación preciosa",,10.0,2026-01-27,muy bien
casual vintage valencia,paraguay,habitación doble,2,persona que viaja sola,excepcional,"me encantó la ubicación, perfecta y cerca de todo para ir caminando. los negocios de comida frente al hotel quedaban perfectos y cerca.",,10.0,2026-01-27,muy bien
casual vintage valencia,españa,,5,familia,perfecto,todo muy bien,,10.0,2026-01-14,muy bien
casual vintage valencia,colombia,habitación triple,1,grupo,super!!,"ubicación, comodidad, limpieza, amabilidad de recepcionistas",mucho ruido que interrumpía el sueño.,10.0,2026-01-09,muy bien
casual vintage valencia,españa,habitación doble con balcón - 2 camas,1,pareja,excepcional,la atención de todo el personal,,10.0,2026-01-05,muy bien
casual vintage valencia,españa,,2,persona que viaja sola,excepcional,excelente ubicación y amabilidad del personal.,,10.0,2026-01-02,muy bien
casual vintage valencia,españa,habitación doble,1,pareja,excepcional,la habitación con el balcón muy espaciosa,pedí si podía llegar antes del check-in nunca resivi respuesta y tuve q esperar hasta las hora del check-in,10.0,2025-12-29,muy bien
casual vintage valencia,república dominicana,,2,familia,super céntrico.,"nuestra estadía en el hotel fue excelente. destacamos especialmente la impecable limpieza de las instalaciones, así como su ubicación privilegiada, muy cercana al centro de valencia, lo que facilita enormemente la visita a la ciudad. la amabilidad, profesionalidad y cercanía de todo el personal de recepción hicieron que nos sintiéramos muy bien atendidos en todo momento. además, el hecho de que sea un hotel pet friendly fue, sin duda, uno de los aspectos que más valoramos y lo que hizo nuestra experiencia aún mejor. sin duda, un lugar totalmente recomendable.",,10.0,2025-12-26,muy bien
casual vintage valencia,argentina,,2,persona que viaja sola,excelente hotel,"excelente hotel a buen precio. la ubicación es excepcional, pleno centro, cerca de todo. la atención del personal muy buena. la habitación con vista a la plaza es hermosa. un 10!!",nada que destacar,10.0,2025-12-19,muy bien
casual vintage valencia,españa,habitación doble,1,pareja,excepcional,la ubicación donde está es perfecta!,,10.0,2025-12-14,muy bien
casual vintage valencia,españa,habitación doble,1,pareja,maravilloso,"todo excelente, el personal, las instalaciones, la habitación, el buffet",,10.0,2025-12-14,muy bien
casual vintage valencia,españa,,1,pareja,excepcional,"perfecta ubicación, muy céntrico. habitación confortable. además nos dieron una mejor habitación que la que habíamos reservado.",,10.0,2025-12-12,muy bien
casual vintage valencia,españa,habitación doble,1,pareja,excelente ubicación,"lo mejor ubicacion,",no tiene parking y es zona dificil para aparcar,10.0,2025-11-27,muy bien
casual vintage valencia,argentina,habitación doble deluxe,3,familia,excepcional,"me encantó la ubicación yo tenía la habitación más cara una vista espectacular podría tener tres estrellas , es personal exelente , el desayuno puede ser mejor pero hay que considerar que es dos estrellas",desayuno y poco personal las chicas un amor pero magia no pueden hacer se necesita más personal,10.0,2025-11-25,muy bien
casual vintage valencia,españa,habitación doble - 2 camas,2,familia,excepcional,la habitación y las camas eran cómodas,,10.0,2025-11-22,muy bien
casual vintage valencia,bélgica,habitación interior individual pequeña,1,persona que viaja sola,acogedor hotel en una ubicación perfecta; personal súper amable,"me ha encantado este hotel; la habitación estaba muy limpia y era muy espaciosa. la ubicación es perfecta y jeremy, en la recepción, fue muy amable y hospitalario. volveré seguro!",,10.0,2025-11-19,muy bien
casual vintage valencia,españa,habitación triple,1,familia,excepcional,camas comodísimas. los detalles muy cuidados. los recepcionistas muy atentos. la ubicación inmejorable,me gustó todo,10.0,2025-11-13,muy bien
casual vintage valencia,españa,,1,pareja,excepcional,"ubicación única, trato excelente con la mejora a la llegada de la habitación reservada. buenas calidad precio. sin lugar a duda para repetir",,10.0,2025-11-11,muy bien
casual vintage valencia,españa,habitación doble - 2 camas,1,pareja,buena opcion,"centrico, limpio y personal muy amable",tuvimos mala suerte y nos toco compartir estancia con un grupo de estudiantes italianos. no nos dejaron dormir por la noche,6.0,2025-11-03,muy bien
casual vintage valencia,españa,,3,familia,excepcional,excelente ubicación. fácil acceso a cualquier lugar. personal muy atento.,,10.0,2025-11-02,muy bien
casual vintage valencia,argentina,,2,pareja,excepcional,el hotel muy prolijo y la ubicación no podía ser mejor. el personal excelente,,10.0,2025-10-17,muy bien
casual vintage valencia,españa,habitación triple,2,grupo,mucho más que un 2 estrellas,"hotel excelente y maravilloso. no parece un 2 estrellas, podría ser perfectamente un hotel de tres y hasta cuatro estrellas. la ubicación es fantástica para conocer y pasear por el centro de la ciudad. el desayuno es muy completo y variado, en un comedor con grandes vistas a la plaza del ayuntamiento. el personal muy amable y servicial. las habitaciones muy limpias. normalmente suelo ir a hoteles de más estrellas pero aunque tuviera dos no tiene nada que envidiar a hoteles de más categoría. un trato de hotel de gran nivel. enhorabuena.","fue todo perfecto, superó incluso nuestras expectativas. súper recomendable.",10.0,2025-10-14,muy bien
casual vintage valencia,españa,habitación interior individual pequeña,1,persona que viaja sola,excepcional,la ubicación es excelente y el personal pone muchas facilidades,se escucha mucho el ruido del pasillo y de las otras habitaciones en mi caso la habitación no contaba con luz natural,10.0,2025-10-13,muy bien
casual vintage valencia,españa,habitación interior individual pequeña,1,persona que viaja sola,recomendable,"la ubicación es excelente y el desayuno me pareció muy completo. me recibió una chica, de noche, muy profesional y agradable. la estética de las plantas te acerca de verdad a lo vintage.","sin existir pega con la habitación, en general; y aunque entiendo que es apropiado el toque vintage, sentí poco espacio en el cuarto de aseo. cierto es que se intentan cuidar los detalles y que la habitación era individual.",10.0,2025-10-10,muy bien
casual vintage valencia,españa,,1,pareja,hotel con muy buena ubicación,"tiene una ubicación inmejorable, el personal es muy atento y todo estaba muy limpio.",las paredes no aíslan mucho el sonido y cuando pasaba gente por el pasillo se oía mucho.,10.0,2025-10-06,muy bien
casual vintage valencia,españa,habitación triple,2,grupo,todo perfecto,"todo, la habitación y el trato del personal. la ubicación de las mejores. la habitación 410 es la mejor sin duda.",el desayuno muy escaso.,10.0,2025-10-05,muy bien
casual vintage valencia,españa,habitación interior individual pequeña,1,persona que viaja sola,una buena opción en el centro de valencia,la cama y las recepcionistas,alicatado del baño,10.0,2025-10-03,muy bien
casual vintage valencia,españa,habitación doble - 2 camas,1,persona que viaja sola,agradable,la ubicación y el trato del personal,la habitación olía fatal,6.0,2025-10-01,muy bien
casual vintage valencia,argentina,habitación doble - 2 camas,4,pareja,excepcional,todo el personal muy amable,,10.0,2025-09-24,muy bien
casual vintage valencia,colombia,,1,familia,excepcional,franchesca y oscar muy amables y simpáticos dispuestos a ayudar.,,10.0,2025-09-12,muy bien
casual vintage valencia,españa,,3,pareja,excepcional,me gusto todo en general,,10.0,2025-09-11,muy bien
casual vintage valencia,argentina,,3,familia,excepcional,posición perfecta,,10.0,2025-09-07,muy bien
casual vintage valencia,españa,habitación doble,1,pareja,excepcional,"decoración de las habitaciones maravillosa, los detalles y la amabilidad de los trabajadores",,10.0,2025-09-04,muy bien
casual vintage valencia,españa,,2,familia,excepcional,ubicación y trato del personal.,,10.0,2025-09-04,muy bien
casual vintage valencia,suiza,habitación interior individual pequeña,3,persona que viaja sola,básico.,lo único bueno es que está céntrico.,"el desayuno deja mucho que desear, muy básico y las frutas tenían muy mal sabor   se sentía que ya estaban mucho tiempo afuera y sabían dañadas ",6.0,2025-09-02,muy bien
casual vintage valencia,españa,,1,familia,excepcional,"nos encantó todo la ubicación genial, el hotel muy bien, la habitación muy bonita, el desayuno genial y el personal excelente!!!",,10.0,2025-09-02,muy bien
casual vintage valencia,españa,,1,familia,excepcional,"la ubicación, la comodidad y la decoración.",,10.0,2025-09-01,muy bien
casual vintage valencia,españa,habitación triple,2,familia,excepcional,"ubicación excelente. camas cómodas, amenities de baño muy bien y detallitos a la llegada, así como agua en la habitación.",,10.0,2025-08-28,muy bien
casual vintage valencia,españa,habitación doble,2,pareja,excelente,"localización excelente . vias, trasporte público el desayuno . aunque muy tradicional a los restaurantes de hoteles . tuvo variación en los 2 días que estuve eso fue lo que más me gustó .",aunque la habitación fue más grande. está daba la ventana a la calle y no estaba insonorizada por completo . así que hubo un poco de ruido,10.0,2025-08-25,muy bien
casual vintage valencia,españa,habitación triple,3,familia,excepcional,"ubicación, limpieza y servicios",,10.0,2025-08-23,muy bien
casual vintage valencia,españa,habitación doble,2,pareja,excepcional,muy céntrico,,10.0,2025-08-22,muy bien
casual vintage valencia,uruguay,habitación doble deluxe,3,pareja,excepcional,"todo excelente, en especial franccesca, la recepcionista por su actitud de ayuda, de resolver nos los pedidos en forma eficaz y amorosa, nos sentimos cuidados. muy bueno y variado el desayuno internacional.",,10.0,2025-08-22,muy bien
casual vintage valencia,españa,habitación doble - 2 camas,1,familia,el hotel con la mejor ubicación,"la ubicación es lo mejor. todo está super cerca. la atención de los de recepción super bien, muy amables. buena relación calidad - precio.",el desayuno no es muy variado. pondría más opciones a elegir.,10.0,2025-08-14,muy bien
casual vintage valencia,argentina,habitación doble - 2 camas,3,pareja,excepcional,"excelente ubicación. personal muy atento y eficiente. especialmente francesca , un amor de persona y muy diligente en su tarea de hacernos sentir cómodos y bienvenidos.",,10.0,2025-08-12,muy bien
casual vintage valencia,españa,,1,familia,todo correcto pulgar hacia arriba,la ubicación es genial!,"lo único que se podría mejorar es el baño. la bañera es un poco peligrosa, si vienes con algún mayor, no hay nada de donde agarrarse y el entrar es un poco complicado. puede pasar un accidente.",10.0,2025-08-11,muy bien
casual vintage valencia,españa,habitación doble,2,pareja,"todo bien , aceptable",la ubicación,esta un poco viejo y deteriorado el edificio,5.0,2025-08-07,muy bien
casual vintage valencia,chile,,1,pareja,estadia de lujo,"ubicación perfecta, al lado de la marina y cercano a todo. desayuno muy bueno, con todo tipo de alternativas y desayunos de distintos países la habitación muy agradable, grande, limpia y con una terraza de ensueño. no logramos  dominar  el aire acondicionado.",pedimos rellenar un producto de las amenities que estaba vacío y no llegó pero es algo mínimo.,10.0,2025-08-06,muy bien
casual vintage valencia,españa,habitación doble deluxe,5,pareja,muy recomendable,"muy bien ubicado, centro puro centro, hemos realizado visitas culturales con facilidad. amabilidad de los trabajadores, siempre con una sonrisa y dispuestos a ayudarte. la habitación grande y muy bonita. el baño amplio, con ducha a ras de suelo. muuuuuuy limpio.","por decir algo, mayor variedad en el desayuno y mejor calidad en el embutido del mismo.",10.0,2025-08-06,muy bien
casual vintage valencia,españa,habitación triple,4,familia,excepcional,"un hotel de 10. la ubicación es inmejorable, perfecta para moverse por la zona. las habitaciones son súper cómodas y con mucho encanto, cuentan con dos almohadas para elegir según tu gusto. el baño, amplio y moderno, tiene tanto ducha como bañera, todo impecable. el personal es muy amable y siempre atento a cualquier detalle. sin duda,  muy recomendable!",,10.0,2025-08-04,muy bien
casual vintage valencia,argentina,habitación interior individual pequeña,2,persona que viaja sola,impecable,"estuvo todo absolutamente impecable, la habitación interior era súper silenciosa. todo muy limpio. la ubicación también fue excelente.",todo estuvo perfecto,10.0,2025-08-01,muy bien
casual vintage valencia,españa,habitación triple,2,grupo,excepcional,todo perfecto,todo genial y súper limpio,10.0,2025-07-28,muy bien
casual vintage valencia,españa,habitación interior individual pequeña,5,persona que viaja sola,fenomenal,situación,quizás el ascensor es pequeño para la cantidad de huéspedes,10.0,2025-07-26,muy bien
casual vintage valencia,españa,,1,pareja,encantador y céntrico por precio ajustado.,"la ubicación no puede ser mejor, en plena plaza del ayuntamiento. el personal de recepción encantador. la habitación muy grande, con una cama también grande y unas almohadas y un colchón comodísimos!. baño con ducha amplia, espejo de aumento, secador de pelo grande, agua y café de cortesía. y todo esto por un precio muy muy razonable, hasta diría que barato teniendo en cuenta los precios que han alcanzado hoy en día los hoteles. pensamos volver.","no puedo ponerle ni un pero, es un hotel sin duda ninguna para repetir.",10.0,2025-07-17,muy bien
casual vintage valencia,españa,habitación interior individual pequeña,2,pareja,excepcional,la habitación y la atención de recepción,,10.0,2025-07-13,muy bien
casual vintage valencia,españa,habitación doble,3,pareja,confort,nos gusto la habitación y la ubicación.,alquilamos por 3 noches y en la última noche en ese dia no nos cambiaron de toalla de baño.,10.0,2025-07-07,muy bien
casual vintage valencia,españa,habitación doble - 2 camas,1,pareja,excepcional,"la ubicación, limpieza y la amabilidad del personal de recepción",quizás el ascensor bastante lento haría falta alguno mas,10.0,2025-06-30,muy bien
casual vintage valencia,españa,,2,grupo,extraordinario.,"la atención del persona del hotel fue extraordinaria. muchas felicitaciones por el personal tan amable, eficientes y atentos.",,10.0,2025-06-27,muy bien
casual vintage valencia,españa,habitación interior individual pequeña,1,persona que viaja sola,excepcional,ubicación y comodidad,,10.0,2025-06-22,muy bien
casual vintage valencia,argentina,habitación interior individual pequeña,3,persona que viaja sola,excepcional,excelente la atención de todo el personal. volveria sin dudas al mismo hotel,,10.0,2025-06-22,muy bien
casual vintage valencia,méxico,habitación interior individual pequeña,3,persona que viaja sola,excepcional,"la amabilidad del personal de recepción, siempre dispuestos a ayudar. así como la habitación, estaba increíble y cómoda.",,10.0,2025-06-10,muy bien
casual vintage valencia,argentina,,2,familia,buena ubicación,la ubicación es privilegiada,muy oscura la habitación y pequeña. la señal de wifi muy inestable,6.0,2025-06-02,muy bien
casual vintage valencia,españa,,1,pareja,en pleno centro,la cama súper cómoda y grande y el personal muy atento y cordial,,10.0,2025-05-13,muy bien
casual vintage valencia,argentina,habitación interior individual pequeña,1,persona que viaja sola,todo excelente,la habitación súper cómoda. y con pequeños detalles que te hacen sentir bienvenido.,,10.0,2025-05-12,muy bien
casual vintage valencia,chile,,1,pareja,excepcional,"la habitación era súper amplia. viajamos con nuestro perrito y nos tenían un kit de bienvenida para él y una camita. la ubicación es súper buena, central. el personal muy amable.",,10.0,2025-05-12,muy bien
casual vintage valencia,españa,,2,pareja,excepcional,la ubicación,,10.0,2025-05-11,muy bien
casual vintage valencia,argentina,habitación triple,1,familia,excepcional,"la ubicación es axcelente, frente a la plasa principal, a metros de la catedral, mercado, y todas las atracciones. a dos cuadras del metro. perfecto. la atención de los recepcionistas, estupenda, muy atentos y serviciales. me dieron la habitación que había solicitado vía booking con balcón y frente a la plaza.",,10.0,2025-05-10,muy bien
casual vintage valencia,españa,habitación doble con balcón - 2 camas,1,persona que viaja sola,habitación perfecta.,"todo en general, ubicación, personal amable","en el desayuno 2 chico a vestidos color marrón, no hablan nada de español y me pareció como minimo raro. pero vamos. no me importo",10.0,2025-04-30,muy bien
casual vintage valencia,argentina,habitación triple,2,grupo,excepcional,"la habitación bien orientada hacia la calle con inmenso ventanal, amplio y bien decorado","poco lugar para ubicar el equipaje de 3 personas, falta de caja fuerte para dejar valores y podría tener una heladera.",10.0,2025-04-26,muy bien
casual vintage valencia,españa,habitación doble deluxe,2,pareja,excepcional,ubicación perfecta. trato muy agradable de todos los trabajadores muy limpio todo muy bien,,10.0,2025-04-22,muy bien
casual vintage valencia,argentina,habitación doble - 2 camas,2,pareja,excepcional,"muy hermosa la vista del hotel a la plaza del ayuntamiento ,muy cómoda la cama y las instalaciones y desayuno excelente",nada estuvo perfecto,10.0,2025-04-22,muy bien
casual vintage valencia,españa,habitación triple,1,familia,breve pero maravillosa,"ubicacion maravillosa, habitacion amplia, limpia, muy comoda",,10.0,2025-04-10,muy bien
casual vintage valencia,españa,,3,grupo,"súper céntrico, estás en medio de la plaza.","la ubicación es perfecta ya que está en la plaza del ayuntamiento. si comparas con otros hoteles de la zona, está muy correcto de precio",todo bien la verdad.,10.0,2025-04-06,muy bien
casual vintage valencia,españa,habitación interior individual pequeña,1,persona que viaja sola,todo perfecto.,"excelente atención en mostrador de entrada. habitación limpia, cama y almohada cómodas.",,10.0,2025-03-30,muy bien
casual vintage valencia,españa,,2,familia,excepcional,"ubicación, trato...",,10.0,2025-03-25,muy bien
casual vintage valencia,españa,habitación doble - 2 camas,2,persona que viaja sola,excepcional,"ubicación perfecta, muy céntrica",,10.0,2025-03-04,muy bien
casual vintage valencia,españa,,1,pareja,excepcional,"buena ubicación, decoración original, personal muy atentos en todo, todo muy limpio",,10.0,2025-03-03,muy bien
casual vintage valencia,argentina,,3,familia,"de lo mejor , destaco los recepcionistas, todos amables y bien predispuestos para evacuar nuestras dudas . nos encantó!","la ubicación y el ambiente , muy alegre . las instalaciones excelentes","sugiero instalar una pequeña heladeríta . si bien hay una heladera en el hotel para dejar alimentos o bebidas , sería más cómodo en el cuarto.",10.0,2025-03-02,muy bien
casual vintage valencia,méxico,,1,persona que viaja sola,excelente opción para corta estancia en el centro de valencia,"muy amable el personal, muy atentos, la ubicación inmejorable","es un poco viejo el hotel, las habitaciones les falta una remodelación pero para una noche está perfecto",5.0,2025-03-01,muy bien
casual vintage valencia,españa,habitación interior individual pequeña,3,persona que viaja sola,excepcional,ubicación excelente,todo genial,10.0,2025-02-26,muy bien
casual vintage valencia,españa,habitación doble - 2 camas,2,pareja,maravillosa estancia,la ubicación excepcional,,10.0,2025-02-17,muy bien
casual vintage valencia,argentina,habitación doble,1,pareja,excelente,"la habitación era muy grande. la cama era fantástica, muy cómoda y muy amplia",todo fue perfecto. solo podrían poner a mano otro abrigo para la cama,10.0,2025-02-16,muy bien
casual vintage valencia,costa rica,habitación doble deluxe,1,pareja, excelente lugar!,"excelente ubicación, habitaciones realmente lindas y cómodas, y el personal es excepcional con su atención.  volvería definitivamente!",,10.0,2025-02-16,muy bien
casual vintage valencia,españa,habitación doble - 2 camas,1,pareja,excepcional,"cómo, tranquilo y céntrico",,10.0,2025-02-11,muy bien
casual vintage valencia,perú,habitación doble - 2 camas,1,familia,agradable,la ubicación,que la habitación no tuviera vistas al exterior,10.0,2025-02-07,muy bien
casual vintage valencia,españa,,1,pareja,muy cómodo!,la cama súper cómoda y grande. ubicación espectacular. lo mejor de todo es que aceptan mascotas!!,las de limpieza fueron un poco ruidosas cuando limpiaban el pasillo a las 8am. golpeaban la puerta con la fregona.,10.0,2025-02-03,muy bien
casual vintage valencia,españa,,1,pareja,"para moverte por el centro de valencia, es ideal",lo cómodo y céntrico. y la atención,"aunque para mí no fue un impedimento, se oía ruido de la calle. pero pude dormir bien y descansar",10.0,2025-01-31,muy bien
casual vintage valencia,españa,habitación interior individual pequeña,1,persona que viaja sola,excepcional,"buenas noches:la atención, la limpieza y la ubicación!!!",todo bien,10.0,2025-01-31,muy bien
casual vintage valencia,españa,habitación doble - 2 camas,3,pareja,excepcional,"pues las instalaciones ,la decoracion y el personal y en cuanto a la ubicacion y en calidad y precio doy un 10",,10.0,2025-01-30,muy bien
casual vintage valencia,españa,,1,grupo,excepcional,"buena ubicación, genial habitación y personal muy agradable.",,10.0,2025-01-29,muy bien
casual vintage valencia,españa,habitación doble,2,pareja,excepcional,la tranquilidad,"la ducha, mojaba todo el suelo",10.0,2025-01-28,muy bien
casual vintage valencia,españa,,1,pareja,excepcional,"nos trataron muy bien desde que entramos! la habitación muy cómoda, la zona excepcional y el trato de todo el personal muy bueno. muy recomendable",,10.0,2025-01-27,muy bien
casual vintage valencia,colombia,,3,familia,espectacular,"la ubicación, el servicio, muy limpio y lindo",todo muy bien,10.0,2025-01-25,muy bien
casual vintage valencia,españa,habitación doble,2,persona que viaja sola,fantástica muy agradable.,su ubicación excepcional y un personal muy agradable y profesional,"la habitación 806 es fantástica pero la decoración es un poco apabullante, aunque ya he estado en tres ocasiones .",10.0,2025-01-23,muy bien
casual vintage valencia,españa,habitación interior individual pequeña,1,persona que viaja sola,excepcional,la ubicación es perfecta para ir caminando a la estación y para recorrer los sitios de interés con abundantes tiendas y restaurantes,para las personas que viajamos solas es un poco caro,10.0,2025-01-22,muy bien
casual vintage valencia,españa,habitación triple,1,grupo,agradable,la ubicación está genial en pleno centro.,"nos hospedamos en una habitación triple y el sofá cama era imposible para dormir, te clavabas todos los hierros, realmente incómodo. además, las paredes entre son de pladur y se escuchaban muchos ruidos de la habitaciones contiguas, cuando el de la habitación de al lado se levanta, tú también mujer con la mano en la frente tono de piel medio . también se escuchan mucho los ruidos de la calle y eso que estábamos en un 6  piso.",6.0,2025-01-19,muy bien
casual vintage valencia,españa,habitación triple,1,familia,excepcional,la localización sin duda,no hay nada que no me gustará porque lo que quisiera es que tuviera nevera por ejemplo por si voy en verano estar sin ella no lo contemplo pero vaya es que no es de estrellas como para tener nevera entonces no lo puedo pedir.,10.0,2025-01-18,muy bien
casual vintage valencia,españa,habitación doble,2,pareja,excepcional,la habitación muy amplia y la cama muy cómoda,,10.0,2025-01-18,muy bien
casual vintage valencia,españa,habitación triple,1,familia,excepcional,nos mejoraron la habitación y nos dieron una habitación con unas vistas preciosas de la calle principal de valencia.,ropa de cama limpia y blanca como la nieve. cama y almohadas muy cómodas. nos sentimos como huéspedes bienvenidos. personal muy amable.,10.0,2025-01-17,muy bien
casual vintage valencia,uruguay,habitación triple,1,familia,execelente,increíble alojamiento,estuvo todo bien,10.0,2025-01-16,muy bien
casual vintage valencia,españa,habitación doble,1,pareja,muy bien,me gustó la ubicación y la atencion del personal muy amable y atento y la comodidad de la habitacion,,10.0,2025-01-16,muy bien
