nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel
ilunion aqua 3,españa,,2,persona que viaja sola,fantástico,todo perfecto.,,9.0,2026-04-15,bien
ilunion aqua 3,españa,,1,grupo,fantástico,mui bien ubicado,,9.0,2026-04-12,bien
ilunion aqua 3,españa,,2,persona que viaja sola,bien,"elegimos este hotel por su ubicación para ir al oceanografic, necesita una reforma pero es cómodo y se está a gusto.hay un montón de sitios al lado para comer.",hay mobiliario que necesita ser renovado.,7.0,2026-04-12,bien
ilunion aqua 3,españa,,2,pareja,muy recomendable!!,"la cama es muy cómoda!. la habitación no era muy grande pero estaba muy limpia. muy buen desayuno muy completo y bueno. el personal muy agradable. la ubicación es ideal, justo en el centro comercial  he de decir que no se escucha un ruido de eso  y a un par de pasos de la ciudad de las artes y ciencias","las almohadas son un poco pobres, y en nuestra planta había un olor sospechosamente a alguna sustancia digamos especial,  no culpa del hotel pero olía muchísimo . echamos de menos algún mini bar. el parking que sea privado y haya que pagar es algo un poco a echar en falta en este tipo de servicios, aunque te dan descuento pero  aun así pagas.",9.0,2026-04-09,bien
ilunion aqua 3,españa,,3,pareja,cómodo y practico,limpio y cómodo.,no hay nada que no me gustara,9.0,2026-04-06,bien
ilunion aqua 3,españa,,3,grupo,muy bien,la ubicación y el parking,el colchón incómodo. la almohada igual. las lonas por detrás de las cortinas están rotas y  se cuela  mucha claridad,8.0,2026-04-06,bien
ilunion aqua 3,españa,,1,familia,muy bien,todo genial,,8.0,2026-04-05,bien
ilunion aqua 3,españa,,1,pareja,ideal para conciertos,muy cómodo y con aparcamiento,,9.0,2026-04-05,bien
ilunion aqua 3,españa,,2,grupo,muy bien,la ubicación,"la atencion de una de las recepcionistas, fue muy desgradable y mal educada, ni siquiera fue capaz de decirme que ya habia acabado el proceso del check in, directamente se puso a hablar por telefono y tuve que intuir que ya habiamos terminado...ni las gracias me dio las instalaciones estan bastante deterioradas, y la luz del baño se quedbaa detras de la puerta del baño y no la podias encender...",8.0,2026-03-30,bien
ilunion aqua 3,españa,,4,persona que viaja sola,muy bien,la tranquilidad de noche. pese a estar en fallas debido a su ubicación se dormía bien.,por el mismo motivo la ubicación  queda algo alejado del cwntro. ah y no había minibar.,8.0,2026-03-19,bien
ilunion aqua 3,españa,,2,pareja,muy bien,el trato del personal. hubo un problemilla en el check in y lo solucionaron inmediatamente,teníamos una habitación doble y había montado un plegatín que dejaba muy poco espacio libre,8.0,2026-03-18,bien
ilunion aqua 3,españa,,2,pareja,cumplió expectativas,el tamaño de la habitación,debería está incluido el desayuno,9.0,2026-03-17,bien
ilunion aqua 3,españa,,1,pareja,bien,el personal de la entrada,los cristales de la habitación 323 súper sucios y la cama incómoda a gusto personal,7.0,2026-03-15,bien
ilunion aqua 3,españa,,2,pareja,fantástico,"situado encima de un centro comercial, y justo enfrente de la ciudad de las artes y las ciencias. hotel cómodo y personal muy agradable",que no llegue el metro cerca del hotel.,9.0,2026-03-12,bien
ilunion aqua 3,españa,,4,pareja,bien pero mucho frío,"el hotel estaba bien calidad precio, me gustó que tuviera bañera y cama de matrimonio.",eche en falta una pequeña nevera. en la habitación había un ruido toda la noche que no sé si era del aire o que. no puedo casi opinar del personal porque apenas cruzamos palabra pero eche en falta a mi llegada que me dieran un mapa y me medio informaran como si hicieron en el ilunion de bilbao.,9.0,2026-03-07,bien
ilunion aqua 3,españa,,1,persona que viaja sola,bien,ubicacion,la habitacion muy baja la relacion calidad precio,7.0,2026-03-06,bien
ilunion aqua 3,españa,,1,pareja,bien,estar ubicado con un centro comercial,"los baños, puerta de cristal corredera y mal cerramiento en ventanas, se oía mucho el ruido de la calle",7.0,2026-03-02,bien
ilunion aqua 3,españa,,1,familia,bien,habitación limpia,se oía ruidos de la calle y el agua de la ducha se salía por el suelo del cuarto de baño,7.0,2026-03-02,bien
ilunion aqua 3,españa,,2,familia,"buena opción, pero para tener paciencia con los ascensores y mejor si no precisas carrito de bebé o silla de ruedas.",buena ubicación para moverte desde allí. camas cómodas. todo limpio. buena atención.,"el acceso y la dependencia de los ascensores, los cuales o están mal configurados  si eso es posible  o les falta mantenimiento. desde el hall  planta 0  hay que acceder a recepción  planta 4  por 3 ascensores: el de la izquierda no marca el 4, así que ya puedes esperar que alguien llame desde arriba para bajar y así aprovechar tú ese viaje; el de la derecha es el único que baja al parking, pero el botón de llamar para que baje no funciona, nuevamente solo si da la casualidad que está porque sí en la 0 puedes bajar a los sótanos; el del medio solo ara en 0 y 4, pero parece que sí funciona. ya en el hotel otros ascensores te llevan a las plantas del propio hotel. el acceso al hall del hotel tampoco está adecuadamente adaptado  me refiero a la acera .",7.0,2026-03-01,bien
ilunion aqua 3,españa,,1,persona que viaja sola,mejorable,ubicación,en la habitación había pelos en el suelo . muebles deteriorados y viejos,8.0,2026-02-27,bien
ilunion aqua 3,españa,,4,pareja,céntrico,el desayuno es muy variado.es un hotel muy céntrico y está muy limpio.,"un pero, no tiene una pequeña nevera y el armario muy pequeño.",9.0,2026-02-23,bien
ilunion aqua 3,españa,,3,persona que viaja sola,práctico y funcional.,buena zona con muchas tiendas y en un centro comercial. a menos de 5  de las artes y las ciencias. buen detalle la fuente de agua filtrada gratuita.,"zona mixta y parking compartidas con centro comercial, un poco laberíntico y lioso para entrar y salir. cortinas gastadas x las q entraba luz x la mañana.",7.0,2026-02-22,bien
ilunion aqua 3,españa,,1,pareja,muy bien,ubicación,,8.0,2026-02-21,bien
ilunion aqua 3,españa,,1,pareja,muy bien,disponen de una fuente de agua en el pasillo para poderte suministrar.,,8.0,2026-02-21,bien
ilunion aqua 3,españa,,3,pareja,muy buena ubicación.,la ubicación y el trato del personal.,wifi poco potente. no hay armario.,9.0,2026-02-18,bien
ilunion aqua 3,españa,,1,pareja,bien,instalaciones y comodidad,"pedí con mucha antelación cama doble y me tocó dos individuales, no volveré si no me garantizan la cama doble un poco de lío con los ascensores y el parking",7.0,2026-02-15,bien
ilunion aqua 3,españa,,2,grupo,fantástico,todo en conjunto sobre todo la ubicación,nada,9.0,2026-01-25,bien
ilunion aqua 3,españa,,1,pareja,bien,fue inesperado pero estuvimos muy bien. y cenamos muy bien . en el restaurante.,,7.0,2026-01-25,bien
ilunion aqua 3,españa,,1,grupo,fantástico,la cercanía con las ciudad de las artes y las ciencias,"si entras un poco antes de la hora te cobran un suplemento de 20 , me parece excesivo.",9.0,2026-01-18,bien
ilunion aqua 3,españa,,2,familia,muy bien,la ubicación excelente,el personal en la recepción,8.0,2026-01-18,bien
ilunion aqua 3,españa,,1,pareja,muy bien,ubicación y limpieza,falta algo de mantenimiento,8.0,2025-12-29,bien
ilunion aqua 3,españa,,1,pareja,fantástico,la atencion del personal,el secador del pelo tenia el piloto roto.,9.0,2025-12-28,bien
ilunion aqua 3,españa,,1,familia,bien,la habitación.,"tener que hacer una ginkana de ascensores cada vez que entras, sales o quieres ir al aparcamiento, no me ha gustado nada.",7.0,2025-12-28,bien
ilunion aqua 3,españa,,1,pareja,regalo de cumpleaños,la habitación super grande. pero no estuvimos alojados en el 3 sino en el 4,en el baño el tapón de la bañera no funcionaba bien y se quedaba estancada el agua aunque se iba poco a poco. y le faltaba un repasillo a la griferia de la ducha.,8.0,2025-12-21,bien
ilunion aqua 3,españa,,2,persona que viaja sola,recomendable,la ubicación,el acceso desde la calle era un poco complicado,8.0,2025-12-20,bien
ilunion aqua 3,españa,,1,grupo,"para volver, siempre","el personal maravilloso,las instalaciones limpias y cómodas la ubicación buenísima y el desayuno, excelente.",nada.,9.0,2025-12-14,bien
ilunion aqua 3,españa,,2,pareja,bien,"la ubicación es excelente, no puede ser mejor.","no me gustó mucho la ducha, el cristal de la mampara era tan estrecho que te duchaba algo incomoda para no mojar demasiado",7.0,2025-12-11,bien
ilunion aqua 3,españa,,1,pareja,iluniun aqua 3,excelente ubicación y buena atención.,alfombras de los pasillos algo sucias. baño con un poco de mal olor y alfombra sucia.,9.0,2025-12-07,bien
ilunion aqua 3,españa,,2,pareja,bien,sin duda lo mejor de este hotel es la ubicación si vas a visitar la ciudad de las artes y las ciencias.,"el hotel es bastante básico. no tiene armario, ni una pequeña nevera... por no tener no tiene ni escobilla en el baño. las camas son cómodas, la tele es normalita. el grifo de la ducha no funcionaba correctamente y costaba encontrar la posición para que saliera presión por donde querías. nosotros no cogimos desayuno ni comida ya que se encuentra dentro de un centro comercial con multitud de restaurantes para elegir dónde desayunar y comer y cuánto gastarte. el parking cuesta 14  al día con el descuento del hotel y se accede por los ascensores que cuesta un poco aprender cómo van porque no son directos. no fue tan barato para lo básico que es.",7.0,2025-12-06,bien
ilunion aqua 3,españa,,1,persona que viaja sola,buena,si,nada,8.0,2025-12-03,bien
ilunion aqua 3,españa,,3,familia,"correcto sin más, sólo íbamos a dormir.",la ubicación y tener el parking allí mismo.,"habitación pequeña, sin minibar, no hay enchufe en un lado de la cama, escaleras para acceso al hotel, bañera muy alta incómoda para entrar. los cristales de la ventana de habitación y pasillo muy sucios.",7.0,2025-12-03,bien
ilunion aqua 3,españa,,2,persona que viaja sola,una buena elección,"el trato del personal de recepción y limpieza fué excelente, la habitación era standard però correcta, tenía vistas al museo de las ciencias, y estar en el centro comercial toda una maravilla, para una estancia corta es la mejor elección.","la bañera se embozaba cuando nos duchamos, es asqueroso ducharte con el agua hasta los tobillos, y que no hubiera sitio para dejar las cosas también resultó incómodo, pero si son solo dos noches es llevadero. son pequeñas cosas que se pueden mejorar, en general el hotel está muy bien.",8.0,2025-12-03,bien
ilunion aqua 3,españa,,2,pareja,muy bien,todo,nada,8.0,2025-12-01,bien
ilunion aqua 3,españa,,2,grupo,bien,,"limpieza primera noche , armario poco funcional",7.0,2025-11-27,bien
ilunion aqua 3,españa,,1,pareja,una noche poco tiempo para hacer la encuesta,su ubicación,,8.0,2025-11-25,bien
ilunion aqua 3,españa,,2,pareja,solo aceptable.,cercania al oceanografic," complicaciones  para acceder a las habitaciones al estar dentro de una galería comercial  un poco rollo entrar y salir fuera de las horas de la galería . obra al lado, mucho ruido en horario de trabajo de la obra",7.0,2025-11-20,bien
ilunion aqua 3,españa,,3,grupo,fantástico,la atención del personal de recepción y limpieza. una atención muy cercana y amable. la ubicación del hotel es maravillosa con acceso a taxis y otras formas de transporte. con gran cantidad de servicios cercanos por la zona y cerca de elementos culturales.,la calidad de la conexión wifi es bastante mejorable.,9.0,2025-11-20,bien
ilunion aqua 3,españa,,1,pareja,recomendable,"si, pero necesita renovación",está antiguo,8.0,2025-11-17,bien
ilunion aqua 3,españa,,3,familia,muy bien,"la ubicación es bastante buena, dentro del centro comercial.",quizás la entrada es un poco rara la primera vez...,8.0,2025-11-17,bien
ilunion aqua 3,españa,,5,pareja,fantástico,sus instalaciones y el precio,el acceso desde la calle,9.0,2025-11-14,bien
ilunion aqua 3,españa,,1,grupo,bien,,olía muchísimo a tabaco en nuestra planta.,7.0,2025-11-12,bien
ilunion aqua 3,españa,,1,familia,buen desayuno y cerca de todo.,"el desayuno, y la ubicación del hotel en el mismo centro comercial y cerca de las ciudad de las artes y las ciencias","los accesos a través de los ascensores, mucho lio desde el parking. la habitación un poco pequeña para 2 camas. los colchones no eran incómodos, pero no eran tampoco muy cómodos que digamos.",8.0,2025-11-11,bien
ilunion aqua 3,españa,,2,grupo,fantástico,ubicación dentro del centro comercial. un puntazo,"la habitación era simple para 3 personas, con una cama supletoria. creo que ya que tienen que poner una tercera cama, la habitación podría ser más grande",9.0,2025-11-10,bien
ilunion aqua 3,españa,,2,pareja,fantástico,la ubicación excelente,la vista pensamos que era a la ciudad de las artes pero nos dijeron que el aqua 4 eran las vistas hacia allá.,9.0,2025-11-09,bien
ilunion aqua 3,españa,,2,persona que viaja sola,bien,la limpieza.,que no tuviese sevice room.,7.0,2025-11-09,bien
ilunion aqua 3,españa,,1,familia,bien,la ubicación,el acceso a recepción y a parking. los ascensores son muy lentos y hay q hacer transbordo desde la entrada a recepción y despues a la habitación. el salon para desayunar es muy pequeño para albergar a loa huespedes de los dos hoteles,7.0,2025-11-09,bien
ilunion aqua 3,españa,,1,familia,bien,la ubicación,el ruido toda la noche del aire acondicionado de la habitación,7.0,2025-11-08,bien
ilunion aqua 3,españa,,2,pareja,bien,la ubicacion,se escucha todo,7.0,2025-10-27,bien
ilunion aqua 3,españa,,2,familia,fantástico,la ubicación.,la falta de armarios lejas en la habitación para colocar las pertenencias.,9.0,2025-10-26,bien
ilunion aqua 3,españa,,1,pareja,es un hotel para dormir e irte. no invita a estar en el.,la ubicación y el desayuno,la habitación era pequeña y muy sencilla,7.0,2025-10-25,bien
ilunion aqua 3,españa,,4,familia,muy bien,el desayuno era bueno y variado. la cercanía a la ciudad de las artes y las ciencias y el oceanografic. la amabilidad del personal.,la bañera era muy resbaladiza. el armario  minimalista . no existencia de enchufe a ambos lados de la cama.,8.0,2025-10-19,bien
ilunion aqua 3,españa,,1,persona que viaja sola,"ubicación buena, habitación muy básica",ubicación,habitación un poco sencilla para el precio,7.0,2025-10-18,bien
ilunion aqua 3,españa,,1,pareja,buena estancia.,habitaciones amplias y camas cómodas. las vistas a la ciudad de las artes 10,la información proporcionada por el staff de recepción podría haber sido mejor  en este caso podrían habernos dado algún tipo de info sobre el horario de buffet y otras cuestiones básicas ,7.0,2025-10-16,bien
ilunion aqua 3,españa,,5,pareja,muy bien,desayuno genial  casi todos los días en el ilunion 4  - cama muy cómoda y habitación muy bien insonorizada. fácil acceso al centro en autobús. al lado de la ciudad de las artes y las ciencias.,"techo de la habitación  105  necesita una mano de pintura  humedad  - puerta del baño corredera al abrirla, tapa la llave de la luz   ?  - no hay armario, solo 4 perchas en una barra, que chocan contra una columna y no tienen espacio.",8.0,2025-10-12,bien
ilunion aqua 3,españa,,1,familia,muy bien,la ubicación,"la persona que me atendió,nos medio engaño por el tema del restaurante y luego me pidió identificar a la pequeña que solo tiene 4años",8.0,2025-10-09,bien
ilunion aqua 3,españa,,4,persona que viaja sola,perfecta ubicación. cómodo.,perfecta ubicación; sobre un centro comercial y frente a la ciudad de las artes y las ciencias. desayuno bufet más que aceptable. habitaciones y baño amplio aunque con bañera y no plato de ducha.,"una parte de las habitaciones da a un solar contiguo donde se está iniciando la obra de lo que parece será un edificio. si vas a pasar tiempo en la habitación o a levantarte tarde, escucharás los ruidos. particularmente me tocó al lado de los ascensores por lo que se oye a la gente que va y viene. las puertas tienen un sistema de cierre que es ruidoso si no cierras con cuidado, con lo cual hay mucha gente que tiene poco tacto y se oyen los portazos .",8.0,2025-09-21,bien
ilunion aqua 3,españa,,5,persona que viaja sola,"excelente, salvo un pelín de ruido.","el trato del personal de recepción, era la primera vez que viajaba a valencia así que me dieron un mapa y recomendaciones tanto de lugares para visitar, como lineas de autobus, supermercados... el servicio de limpieza también fantástico, estaba todo bastante limpio.","las habitaciones no están insonorizadas, se escuchaba el ruido de la calle y también el de los huéspedes cuando accedían a sus habitaciones. no era un ruido exagerado, pero en ocasiones si molesto.",7.0,2025-09-18,bien
ilunion aqua 3,españa,,3,grupo,bien,la cercanía a las artes y las ciencias,,7.0,2025-09-17,bien
ilunion aqua 3,españa,,5,familia,bien,la ubicación y el desayuno,"que no tuviera nevera,ni caja fuerte ni armarios",7.0,2025-09-14,bien
ilunion aqua 3,españa,,1,familia,muy bien,el desayuno buffet de muchísima calidad. las camas eran cómodas. perfecto para visitar el oceanogràfic y la ciudad de las ciencias.,el precio me parece un poco elevado para los servicios ofrecidos.,8.0,2025-09-14,bien
ilunion aqua 3,españa,,1,familia,recomendable,"excelente ubicación, junto a la ciudad n de las artes y las ciencias. muy buena atención del personal y el desayuno perfecto.",,8.0,2025-09-11,bien
ilunion aqua 3,españa,,1,pareja,bien,"recepción amplia y tranquila. trabajadores amables habitación alta, por consecuencia vistas aceptables","mucho ruido de limpieza muy temprano, habitación en estado regular, puerta del baño de cristal que no da privacidad alguna, falta de enchufe en la mesa de noche, distribución extraña del edificio para entrar y salir. no está tan cerca del oceanogràfic como pintan",7.0,2025-09-10,bien
ilunion aqua 3,españa,,3,familia,muy agradable.,ubicación genial. desayuno muy bueno.,aire acondicionado en el hall a full.,8.0,2025-09-08,bien
ilunion aqua 3,españa,,2,familia,muy bien,la ubicación,estaba todo bien,8.0,2025-09-06,bien
ilunion aqua 3,españa,,3,pareja,bien,la ubicación y el trato del personal de limpieza,"que no tuviera balcón,y el armario es súper pequeño",7.0,2025-09-05,bien
ilunion aqua 3,españa,,2,grupo,ha sido una estancia muy cómoda y limpia.,"lo limpio y lo bien que olía el hotel, aparte de que los empleados son muy amables y te resuelven cualquier duda o te recomiendan sitios.","que el restaurante y la terraza estuviera en el otro hotel, la tele muy pequeña y no podías ver lo que quisieras, pero por lo demás muy acogedor",9.0,2025-09-03,bien
ilunion aqua 3,españa,,1,persona que viaja sola,bien ubicado,todo bien,nada valencia es una linda ciudad,8.0,2025-09-01,bien
ilunion aqua 3,españa,,3,persona que viaja sola,un hotel muy agradable con fantástica ubicación.,su ubicación. el poder disfrutar de otras ventajas o cosa adicionales del ilunion 4.,,9.0,2025-08-29,bien
ilunion aqua 3,españa,,1,pareja,buen trato,el trato del personal muy bueno,"se escuchan mucho dentro de la habitación lo que pasa fuera, por ejemplo si alguien está hablando en el pasillo se escucha mucho",8.0,2025-08-28,bien
ilunion aqua 3,españa,,2,grupo,bien,,no tenían la habitación lista a la hora del check in,7.0,2025-08-26,bien
ilunion aqua 3,españa,,2,familia,bien,la ubicación,había algunos desperfectos como la luz que no se apagaba de un flexo o la ducha que no encajaba bien.,7.0,2025-08-24,bien
ilunion aqua 3,españa,,1,familia,muy bien,"el personal encantador, ubicación excepcional.","tras ver tantas invitaciones en los ascensores, para visitar la terraza, no me esperaba que nos bloqueasen el paso indicándonos que el acceso solo era posible realizando una consumición. al no saber a que atenernos al no haber ninguna lista de precios a la vista o en la web, nos tuvimos que dar la vuelta.",8.0,2025-08-24,bien
ilunion aqua 3,españa,,2,pareja,muy bien,"la habitación estaba muy bien. el desayuno tipo buffet, pequeñito pero bastante completo y los chicos de recepción muy amables. lo mejor de todo es que está muy cerca de la ciudad de las artes y las ciencias y que tiene muchísimas cosas alrededor ya que está encima de un centro comercial.","las almohadas, demasiado bajitas y casi sin relleno .",8.0,2025-08-22,bien
ilunion aqua 3,españa,,1,familia,"agradable, fui difícil el acceso con mi hijo",estaba muy limpio,me hubiera gustado que estuviera adaptado para movilidad reducida,9.0,2025-08-21,bien
ilunion aqua 3,españa,,1,familia,muy bien,muy cerca del oceanográfico y de un centro comercial con restaurantes,,8.0,2025-08-20,bien
ilunion aqua 3,españa,,1,pareja,bien,cerca ciutat de les arts,las obras que empezaron a las 8 de la mañana y no me dejaron descansar .. habitación con vistas a un parking en obras con mucho ruido se taladro.,7.0,2025-08-18,bien
ilunion aqua 3,españa,,3,pareja,relax,"habitación cómoda y baño amplio, además de estar junto a zona comercial.",,9.0,2025-08-18,bien
ilunion aqua 3,españa,,2,pareja,bien,la ubicación del hotel,no tenía sale salida sin ascensor en buenas condiciones porque la verdad,7.0,2025-08-10,bien
ilunion aqua 3,españa,,3,pareja,correcta la relación calidad-precio,lo mejor la ubicación,"la habitación no dispone de terraza, tiene bañera en vez de ducha y el espacio para almacenar la ropa",7.0,2025-08-08,bien
ilunion aqua 3,españa,,2,grupo,agradable,ubicación,el interruptor de la luz del baño se tapa si la puerta corredera está abierta. incómodo,9.0,2025-08-08,bien
ilunion aqua 3,españa,,2,pareja,muy bien,,"justo debajo de la habitación que nos asignaron, estaban en obras, era insoportable el ruido desde las 8 de la mañana. por lo demás todo bien",8.0,2025-08-05,bien
ilunion aqua 3,españa,,2,pareja,"bien, pero no tanto como recordaba de estancias anteriores",las camas y la habitación,que se oía mucho ruido de otros huéspedes por las salidas del aire acondicionado.,7.0,2025-08-03,bien
ilunion aqua 3,españa,,1,familia,muy bien,"la ubicacion, la limpieza",para dar a la llave de la luz del baño habia que correr la puerta del wc y era un poco incómodo,8.0,2025-07-29,bien
ilunion aqua 3,españa,,1,grupo,para un finde,"el sitio está bien, el centro comercial, la 9  planta del alunion 4 espectacular. pero para un finde bien pero para una larga estancia no, las habitaciones son pekeñas pero lo importante estaba todo limpio. y el personal muy atentos, agradables y simpáticos.","teníamos la llave de los enchufes del baño arrancada, los colchones podrían ser mejor para lo ke nos costó una noche se podría mejorar, el desayuno me parece excesivo el precio no lo cogimos por ke con 15  por persona es carisimo. pero bueno se podría mejorar......aaaah y el mando de la tele no iba bien y el secador fatal.",7.0,2025-07-28,bien
ilunion aqua 3,españa,,3,grupo,todo genial la verdad,"la verdad es que todo genial, súper limpio y bonito, cuidado. buena ubicación y comunicación.",entraron en nuestra habitación con nosotros dentro y nos despertaron haciendo la habitación parecía un terremoto jajajajaja,9.0,2025-07-28,bien
ilunion aqua 3,españa,,1,pareja,"hotel normal, caro para la habitación estandar",la ubicación,el precio,7.0,2025-07-27,bien
ilunion aqua 3,españa,,6,pareja,es perfecto para cortas estancias con buena ubicación en valencia,"muy buena ubicación, zona tranquila para compras, cerca de la playa, buen personal y buen trato con el cliente, muy cómodo y con centro comercial nada más bajar","las únicas pegas que le pondría es el sistema de ascensores, tardan demasiado y se lían mucho hubo varios días que tuvimos que estar esperando por coger el ascensor como 10 minutos, y una pena por que las habitaciones están bastante bien, pero falta de armarios muy poco espacio para ropa y el no tener una pequeña terraza, aún así hemos disfrutado mucho de la estancia",9.0,2025-07-27,bien
ilunion aqua 3,españa,,1,familia,bien,limpieza y ubicación. la cama muy cómoda,"la habitación donde me he alojado está bastante deteriorado. azulejos pegados con silicona, pintura desconchada en el baño cortinas foscuri con agujeros, el gel de la ducha está vacío etc están construyendo un edificio al lado con los ruidos que eso conlleva pero eso no tienen la culpa el hotel.",7.0,2025-07-25,bien
ilunion aqua 3,españa,,3,persona que viaja sola,agusto.,limpio. buen desayuno. ubicación. se aparca más o menos bien en las cercanías.,el acceso un poco oculto.,8.0,2025-07-24,bien
ilunion aqua 3,españa,,1,pareja,fantástico,la ubicación del hotel,la vista que tenía hacia el lado donde están construyendo,9.0,2025-07-23,bien
ilunion aqua 3,españa,,1,grupo,buenas opcion para el museo de las ciencias,"la ubicación en el mismo centro comercial, cerca del museo de las ciencias.",,9.0,2025-07-23,bien
ilunion aqua 3,españa,,1,pareja,buenas calidad precio,la hubicacion,nada,9.0,2025-07-19,bien
ilunion aqua 3,españa,,1,familia,muy bien,"para ser un 3 estrellas está bastante bien en general, limpio, aseado, moderno y habitaciones cómodas. creo que si lo que buscas es un hotel muy cerca del oceanográfico y de la ciudad de las artes y las ciencias, es ideal, además está sobre el centro comercial aqua que dispone de multitud de sitios en el que poder comer y hacer ocio.","el buffet está bien, pero podría ser mejor y con más variedad. creo que la puerta de cristal del baño no es lo más adecuado, aunque a nosotros nos daba igual, pero pasa mucha luz y se oye todo.",8.0,2025-07-17,bien
ilunion aqua 3,españa,,3,pareja,muy bien,ubicación,calor en los pasillos de las habitaciones,8.0,2025-07-14,bien
ilunion aqua 3,españa,,1,familia,comodidad,la ubicación y la limpieza de las instalaciones .,no hay máquinas para comprar bebidas a cualquier hora!!,9.0,2025-07-13,bien
ilunion aqua 3,españa,,1,familia,bien,el personal de recepción es encantador,,7.0,2025-07-12,bien
ilunion aqua 3,españa,,5,pareja,"muy buena localización, relación calidad precio razonable.","el hotel está en una localización perfecta. situado encima de un centro comercial donde hay gimnasio, tiendas de ocio y restauración.","el servicio de limpieza realiza su trabajo normalmente por la tarde y de forma bastante ruidosa. estos, una tarde me abrieron la habitación estando yo dentro.",7.0,2025-07-11,bien
ilunion aqua 3,españa,,7,persona que viaja sola,correcto,"la neverita que pusieron los ultimos dias, muy practica",habia ruido por las mañanas en obras al lado del hotel,8.0,2025-07-09,bien
ilunion aqua 3,españa,,2,familia,bueno,organizado y limpio,no hay parqueadero,9.0,2025-07-05,bien
ilunion aqua 3,españa,,2,pareja,bien,,no tiene piscina eche de menos un armario,7.0,2025-07-04,bien
ilunion aqua 3,españa,,1,pareja,estancia agradable,habitación y cama cómoda. la atención de todos los empleados muy correcta.,la bañera incómoda para mí por estar operada de rodilla,9.0,2025-06-30,bien
ilunion aqua 3,españa,,2,pareja,cómodo y confortable.,está muy bien situado y las instalaciones están limpias y són cómodas. el aire acondicionado en verano se agradece mucho.,nos falto un mini bar en la habitación pero por el resto bien.,8.0,2025-06-30,bien
ilunion aqua 3,españa,,2,grupo,bien,el desayuno,el aire acondicionado no funcionaba correctamente,7.0,2025-06-30,bien
ilunion aqua 3,españa,,2,familia,bien,la comodidad y lo bien situado que está.,"pasamos mucha calor, a pesar de avisar de que el aire no enfriaba.",7.0,2025-06-29,bien
ilunion aqua 3,españa,,2,grupo,bien,"buen personal, ubicación y tranquilidad",limpieza de las sabanas,7.0,2025-06-29,bien
ilunion aqua 3,españa,,4,pareja,"bien para el uso que le dimos, solo para dormir. genial la ubicación.","la ubicación, el silencio, la temperatura de la habitación","la bañera muy alta para el acceso, pedí una cama y nos dieron dos individuales, no había una mesita y solo una silla, poco espacio en la habitación ",7.0,2025-06-27,bien
ilunion aqua 3,españa,,2,familia,bien,ubicacion inmejorable personal super amable y dispuesto en ayudar camas comodas,me da impresión que la recepción necesitaria un poco de renovación.,8.0,2025-06-23,bien
ilunion aqua 3,españa,,1,pareja,fantástico,la ubicación muy buena,,9.0,2025-06-23,bien
ilunion aqua 3,españa,,1,persona que viaja sola,bien,"personal recepción muy maja, buena localización","a las 9am un sábado la limpiadora iba llamando a todas las habitaciones para entra a limpiar, el cerrojo de la mía no funcionaba  217 ",7.0,2025-06-21,bien
ilunion aqua 3,españa,,1,grupo,muy bien,ubicación,entrada del hotel,8.0,2025-06-21,bien
ilunion aqua 3,españa,,2,persona que viaja sola,fantástico,"la ubicación , para lo que a mi me interesaba.","el precio bastante alto , teniendo en cuenta que en la tv en la habitación solo tienen canales locales ,y en la tv de abajo no sabian encenderla ,pero me mandaron al hotel de al lado que tiene una estrella mas y alli pude ver la final de roland garros",9.0,2025-06-20,bien
ilunion aqua 3,españa,,5,persona que viaja sola,satisfecho,si accesibilidad a la ciudad de las ciencia y a un gran centro comercial.,el restaurante de la planta 9 no llegue a usarla siempre estaba cerrado,8.0,2025-06-19,bien
ilunion aqua 3,españa,,4,familia,buena,si,"mucho ruido en la mañana, las camareras de piso",8.0,2025-06-16,bien
ilunion aqua 3,españa,,1,grupo,despedida de soltero en valencia,"principalmente la ubicación y todos los servicios que hay en el: centro comercial, farmacia, tiendas de ropa, comida, la ciudad de las artes y las ciencias   el personal muy amable, limpieza excelente.",nada,9.0,2025-06-10,bien
ilunion aqua 3,españa,,1,grupo,fantástico,ubicación,baño,9.0,2025-06-10,bien
ilunion aqua 3,españa,,2,pareja,fantástica ubicación,ubicación perfecta para estar cerca de la playa en transporte y también para ir a la ciudad de las artes.,,7.0,2025-06-09,bien
ilunion aqua 3,españa,,2,grupo,fantástico,la ubicación,no tiene piscina,9.0,2025-06-08,bien
ilunion aqua 3,españa,,1,familia,muy buen punto y buen hotel,"estaba limpio, las camas muy cómodas",me gustó menos que había poco sitio para colocar la ropa,9.0,2025-06-05,bien
ilunion aqua 3,españa,,1,familia,hotel funcional cerca ciudad de las ciencias,"muy buena ubicación cercano a la ciudad de las ciencias, con buena conexión al centro y a la playa. ubicado encima de un centro comercial lo que da oportunida de bajar desaryunar cenar fácilmente.",en general todo conforme a lo esperado.,8.0,2025-06-04,bien
ilunion aqua 3,españa,,3,pareja,muy bien,el desayuno y la tranquilidad,el acceso al parking es algo complicado,8.0,2025-06-03,bien
