nombre_del_hotel,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,comentario_media_hotel
hotel las arenas balneario resort,ucrania,habitación doble con vistas al mar,2,familia,excepcional,"                  !!! 1                .                            :       ,      ,     ,     ,                     ,                                                         .                    .                              ,                                .                  .                    5                       .                               .                  ,                     .    ,               ,                                  .                                             .                 ",                    .                ,10.0,2023-10-10,fabuloso
hotel las arenas balneario resort,polonia,habitación doble con vistas al mar,7,pareja,excepcional,hotel super polecam,,10.0,2023-09-16,fabuloso
hotel las arenas balneario resort,méxico,habitación doble con vistas al mar,7,grupo,hotel muy bien ubicado y con buen desayuno,"el desayuno y la decoración, la atención estuvo muy bien.",el tamaño de la habitación para 3 adultos estaba muy chica ya que era una doble que le agregaron una cama individual!,9.0,2023-07-22,fabuloso
hotel las arenas balneario resort,francia,habitación doble con vistas al mar,5,pareja,fantástico,                     .                              .                                               .                                          .,"1.                                     .        ,                   ,                           .                                 -                              .                                         :                    ,                                   ,                            ,          .                         . 2.                          .                             .                                  ,           .                             .",9.0,2023-07-15,fabuloso
hotel las arenas balneario resort,bielorrusia,habitación doble con vistas al mar,1,familia,"          ,                             !",                  !                     .                     !,    ,10.0,2023-07-01,fabuloso
hotel las arenas balneario resort,ucrania,habitación doble con vistas al mar,5,pareja,excepcional,"   ,             ,         ,                         ,         ",    ,10.0,2023-06-19,fabuloso
hotel las arenas balneario resort,polonia,habitación triple  2 adultos   1 niño ,3,familia,"                      ,                !","                ,                 ,                        .                     !               !       ,                                   .",                                                           ,10.0,2023-06-15,fabuloso
hotel las arenas balneario resort,ucrania,habitación doble con vistas al mar,1,pareja,     ,,                          14:00             14:25                                                                 ,8.0,2025-07-28,fabuloso
hotel las arenas balneario resort,ucrania,habitación doble con vistas al mar,2,pareja,                        ,"         ,          ,                                               ",                          ,10.0,2024-10-03,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas laterales al mar,4,familia,muy bien,             ,                                                       !,8.0,2024-06-11,fabuloso
hotel las arenas balneario resort,dinamarca,habitación doble con vistas laterales al mar,6,pareja,               ,"                ,         ",,9.0,2023-10-14,fabuloso
hotel las arenas balneario resort,bulgaria,habitación doble con vistas al mar,7,pareja,fantástico,"                      .                                   .                                      .              .                  .                                                                             .                                                                                           .                                                                 .                         ,                              .","                                 -                           .                  ,                .                                  .                                                              ,                       .",9.0,2023-08-11,fabuloso
hotel las arenas balneario resort,méxico,suite junior con vistas al mar,3,grupo,bien,las vistas de la isla y la atención,en cuarto comenzó a tirar agua el aire acondicionado y el personal de la noche en recepción no solucionó nada sólo dijo que el no sabía que solo avisaría a los de la mañana y nos quedamos toda la noche con la gotera,8.0,2023-05-17,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas laterales al mar  2 adultos   1 niño ,5,familia,         ,                         ,                                                3              ,8.0,2023-05-10,fabuloso
hotel las arenas balneario resort,bélgica,habitación individual estándar,2,grupo,bien,,                        ,7.0,2023-08-21,fabuloso
hotel las arenas balneario resort,alemania,suite junior con vistas al mar,2,grupo,,,,3.0,2023-05-08,fabuloso
hotel las arenas balneario resort,corea del sur,habitación doble con vistas a la piscina,1,pareja,bien,                     ,,7.0,2026-04-05,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,3,familia,excepcional,,,10.0,2026-04-07,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,2,persona que viaja sola,fantástico,,,9.0,2026-03-26,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,1,pareja,fantástico,,,9.0,2026-03-26,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,1,familia,fantástico,,,9.0,2026-03-22,fabuloso
hotel las arenas balneario resort,colombia,habitación doble con vistas al mar,1,pareja,fantástico,,,9.0,2025-11-06,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,1,pareja,excepcional,,,10.0,2025-11-03,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,2,persona que viaja sola,fantástico,,,9.0,2025-11-01,fabuloso
hotel las arenas balneario resort,argentina,habitación doble con vistas laterales al mar,6,pareja,fantástico,,,9.0,2025-10-31,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,2,persona que viaja sola,fantástico,,,9.0,2025-10-30,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas laterales al mar,3,pareja,excepcional,,,10.0,2025-09-02,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,7,pareja,muy bien,,,8.0,2025-08-24,fabuloso
hotel las arenas balneario resort,argentina,habitación doble con vistas a la piscina,3,pareja,excepcional,,,10.0,2025-08-21,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,5,familia,excepcional,,,10.0,2025-08-20,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas a la piscina,4,familia,excepcional,,,10.0,2025-08-17,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,1,familia,fantástico,,,9.0,2025-07-06,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas laterales al mar,4,pareja,excepcional,,,10.0,2025-06-20,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,excepcional,,,10.0,2025-06-05,fabuloso
hotel las arenas balneario resort,argentina,habitación doble con vistas laterales al mar,2,familia,excepcional,,,10.0,2025-05-30,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas laterales al mar,5,familia,excepcional,,,10.0,2025-05-04,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas laterales al mar,3,familia,fantástico,,,9.0,2025-05-04,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,3,grupo,fantástico,,,9.0,2025-04-07,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,3,grupo,excepcional,,,10.0,2025-04-04,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,5,pareja,muy bien,,,8.0,2025-04-04,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,1,familia,excepcional,,,10.0,2025-01-06,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas a la piscina,3,familia,fantástico,,,9.0,2024-11-05,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,3,familia,excepcional,,,10.0,2024-11-04,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,4,familia,excepcional,,,10.0,2024-11-04,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,2,familia,excepcional,,,10.0,2024-11-04,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,1,pareja,fantástico,,,9.0,2024-10-20,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,2,pareja,excepcional,,,10.0,2024-09-29,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas a la piscina,16,familia,fantástico,,,9.0,2024-09-04,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,6,pareja,excepcional,,,10.0,2024-07-29,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,muy bien,,,8.0,2024-07-19,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,3,familia,excepcional,,,10.0,2024-07-02,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,2,familia,muy bien,,,8.0,2024-06-22,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,3,familia,excepcional,,,10.0,2024-06-22,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,7,pareja,excepcional,,,10.0,2024-06-18,fabuloso
hotel las arenas balneario resort,perú,habitación doble con vistas al mar,2,familia,excepcional,,,10.0,2024-05-11,fabuloso
hotel las arenas balneario resort,andorra,habitación doble estándar,3,grupo,fantástico,,,9.0,2024-04-13,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,1,pareja,excepcional,,,10.0,2024-04-10,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,2,grupo,excepcional,,,10.0,2023-11-21,fabuloso
hotel las arenas balneario resort,honduras,habitación doble con vistas laterales al mar,1,familia,excepcional,,,10.0,2023-10-04,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,7,pareja,excepcional,,,10.0,2023-09-10,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,7,grupo,fantástico,,,9.0,2023-08-16,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,3,familia,fantástico,,,9.0,2023-08-04,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,3,pareja,excepcional,,,10.0,2023-07-29,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,4,familia,excepcional,,,10.0,2023-07-06,fabuloso
hotel las arenas balneario resort,argentina,habitación doble con vistas al mar,5,pareja,excepcional,,,10.0,2023-06-20,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas a la piscina,7,pareja,fantástico,,,9.0,2023-06-19,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas laterales al mar,3,pareja,fantástico,,,9.0,2023-06-16,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas laterales al mar,4,familia,muy bien,,,8.0,2023-05-24,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,3,pareja,excepcional,,,10.0,2023-04-24,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,1,familia,muy bien,,,8.0,2025-11-02,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,fantástico,,,9.0,2025-10-21,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,2,pareja,muy bien,,,8.0,2025-10-12,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,muy bien,,,8.0,2025-07-25,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas laterales al mar,3,grupo,muy bien,,,8.0,2025-04-04,fabuloso
hotel las arenas balneario resort,colombia,habitación individual estándar,1,persona que viaja sola,muy bien,,,8.0,2025-04-03,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,muy bien,,,8.0,2025-04-02,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,3,pareja,fantástico,,,9.0,2024-11-03,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,1,familia,fantástico,,,9.0,2024-11-03,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,2,persona que viaja sola,muy bien,,,8.0,2024-10-04,fabuloso
hotel las arenas balneario resort,uruguay,habitación doble con vistas laterales al mar,1,familia,"todo muy bueno, vistas excelentes!!!",,,9.0,2024-09-25,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,muy bien,,,8.0,2024-08-15,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,1,familia,muy bien,,,8.0,2024-07-25,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,muy bien,,,8.0,2024-06-19,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,2,persona que viaja sola,muy bien,,,8.0,2024-06-07,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,1,familia,muy bien,,,8.0,2023-10-01,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas a la piscina,7,familia,fantástico,,,9.0,2023-08-28,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,1,familia,excepcional,,,10.0,2023-08-11,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,2,pareja,fantástico,,,9.0,2023-07-10,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,5,pareja,fantástico,,,9.0,2023-07-05,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,5,familia,muy bien,,,8.0,2023-07-02,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas a la piscina,4,pareja,muy bien,,,8.0,2023-06-01,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,2,grupo,fantástico,,,9.0,2023-05-28,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,1,familia,muy bien,,,8.0,2023-05-27,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,muy bien,,,8.0,2025-04-24,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,2,pareja,excepcional,,,10.0,2024-06-11,fabuloso
hotel las arenas balneario resort,polonia,habitación doble con vistas al mar,10,familia,agradable,,,6.0,2023-10-26,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas a la piscina,1,pareja,bien,,,7.0,2023-06-23,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,4,familia,bien,,,7.0,2026-03-29,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,4,persona que viaja sola,bien,,,7.0,2026-03-27,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,3,persona que viaja sola,bien,,,7.0,2026-03-26,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,bien,,,7.0,2025-05-24,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,5,pareja,bien,,,7.0,2024-11-10,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,2,persona que viaja sola,bien,,,7.0,2024-10-07,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,6,pareja,bien,,,7.0,2024-08-26,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,7,pareja,aceptable,,,5.0,2024-08-25,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,bien,,,7.0,2024-08-09,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,1,pareja,bien,,,7.0,2024-03-21,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,1,pareja,bien,,,7.0,2023-11-05,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas laterales al mar,8,pareja,agradable,,,6.0,2023-09-26,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,agradable,,,6.0,2025-05-29,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas al mar,1,pareja,decepcionante,,,4.0,2023-06-20,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,pésimo,,,1.0,2024-06-17,fabuloso
hotel las arenas balneario resort,españa,habitación doble estándar,5,pareja,excepcional,,,10.0,2023-08-26,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,4,persona que viaja sola,excepcional,,,10.0,2026-04-12,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,1,persona que viaja sola,muy bien,,,8.0,2026-04-10,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,3,persona que viaja sola,fantástico,,,9.0,2026-04-05,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,5,persona que viaja sola,fantástico,,,9.0,2026-04-05,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas laterales al mar,6,persona que viaja sola,fantástico,,,9.0,2026-01-03,fabuloso
hotel las arenas balneario resort,francia,habitación individual estándar,6,persona que viaja sola,excepcional,,,10.0,2025-12-19,fabuloso
hotel las arenas balneario resort,francia,habitación individual estándar,1,persona que viaja sola,fantástico,,,9.0,2025-11-28,fabuloso
hotel las arenas balneario resort,españa,habitación individual estándar,1,persona que viaja sola,excepcional,,,10.0,2025-11-06,fabuloso
hotel las arenas balneario resort,españa,habitación doble con vistas laterales al mar,2,pareja,excepcional,,,10.0,2025-10-24,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,4,pareja,excepcional,,,10.0,2025-10-23,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,4,pareja,fantástico,,,9.0,2025-10-22,fabuloso
hotel las arenas balneario resort,austria,habitación individual estándar,1,persona que viaja sola,excepcional,,,10.0,2025-10-12,fabuloso
hotel las arenas balneario resort,hungría,habitación individual estándar,1,persona que viaja sola,excepcional,,,10.0,2025-10-05,fabuloso
hotel las arenas balneario resort,suiza,habitación doble con vistas laterales al mar,4,pareja,fantástico,,,9.0,2025-09-30,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas a la piscina,3,pareja,excepcional,,,10.0,2025-09-23,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble estándar,3,pareja,excepcional,,,10.0,2025-09-05,fabuloso
hotel las arenas balneario resort,irlanda,habitación doble con vistas laterales al mar,4,grupo,fantástico,,,9.0,2025-09-02,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,2,familia,excepcional,,,10.0,2025-08-03,fabuloso
hotel las arenas balneario resort,australia,habitación individual estándar,1,persona que viaja sola,excepcional,,,10.0,2025-07-31,fabuloso
hotel las arenas balneario resort,irlanda,habitación individual estándar,1,persona que viaja sola,excepcional,,,10.0,2025-07-18,fabuloso
hotel las arenas balneario resort,guernsey,habitación individual estándar,1,familia,muy bien,,,8.0,2025-07-15,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,1,persona que viaja sola,muy bien,,,8.0,2025-07-08,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,2,persona que viaja sola,fantástico,,,9.0,2025-07-07,fabuloso
hotel las arenas balneario resort,suecia,habitación doble con vistas al mar,3,familia,fantástico,,,9.0,2025-07-05,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble estándar,7,pareja,fantástico,,,9.0,2025-07-03,fabuloso
hotel las arenas balneario resort,reino unido,suite junior con vistas al mar,3,pareja,fantástico,,,9.0,2025-06-29,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,4,persona que viaja sola,excepcional,,,10.0,2025-06-22,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble estándar,5,pareja,excepcional,,,10.0,2025-06-14,fabuloso
hotel las arenas balneario resort,lituania,habitación doble con vistas al mar,4,pareja,excepcional,,,10.0,2025-06-10,fabuloso
hotel las arenas balneario resort,suecia,habitación individual estándar,1,persona que viaja sola,muy bien,,,8.0,2025-06-07,fabuloso
hotel las arenas balneario resort,australia,habitación doble con vistas a la piscina,1,pareja,excepcional,,,10.0,2025-06-04,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas laterales al mar,1,familia,muy bien,,,8.0,2025-06-02,fabuloso
hotel las arenas balneario resort,australia,habitación doble con vistas a la piscina,2,familia,excepcional,,,10.0,2025-05-28,fabuloso
hotel las arenas balneario resort,australia,habitación doble con vistas al mar,1,familia,excepcional,,,10.0,2025-05-28,fabuloso
hotel las arenas balneario resort,estados unidos,habitación individual estándar,1,persona que viaja sola,excepcional,,,10.0,2025-05-23,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble estándar,4,familia,excepcional,,,10.0,2025-05-16,fabuloso
hotel las arenas balneario resort,croacia,habitación individual estándar,1,persona que viaja sola,excepcional,,,10.0,2025-05-12,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,3,pareja,excepcional,,,10.0,2025-05-09,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,3,persona que viaja sola,fantástico,,,9.0,2025-05-06,fabuloso
hotel las arenas balneario resort,brasil,habitación doble con vistas laterales al mar,1,familia,excepcional,,,10.0,2025-04-24,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble estándar,2,pareja,excepcional,,,10.0,2025-04-21,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,3,familia,excepcional,,,10.0,2025-04-21,fabuloso
hotel las arenas balneario resort,estonia,habitación doble con vistas laterales al mar,1,familia,fantástico,,,9.0,2025-04-13,fabuloso
hotel las arenas balneario resort,estados unidos,habitación doble con vistas laterales al mar,4,familia,excepcional,,,10.0,2025-04-10,fabuloso
hotel las arenas balneario resort,reino unido,suite junior con vistas al mar,4,familia,excepcional,,,10.0,2025-04-09,fabuloso
hotel las arenas balneario resort,rumanía,habitación individual estándar,3,persona que viaja sola,"everything was outstanding.such helpful staff,especially carmen was so lovely.muchas gracias.",,,10.0,2025-04-07,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,2,pareja,excepcional,,,10.0,2025-04-07,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas laterales al mar,3,familia,fantástico,,,9.0,2025-04-07,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas a la piscina,1,persona que viaja sola,excepcional,,,10.0,2025-04-05,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,2,familia,fantástico,,,9.0,2025-04-04,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,1,persona que viaja sola,fantástico,,,9.0,2025-04-01,fabuloso
hotel las arenas balneario resort,alemania,habitación individual estándar,1,grupo,excepcional,,,10.0,2024-11-05,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble estándar,3,grupo,fantástico,,,9.0,2024-10-29,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas laterales al mar,1,familia,fantástico,,,9.0,2024-10-28,fabuloso
hotel las arenas balneario resort,irlanda,habitación individual estándar,1,persona que viaja sola,fantástico,,,9.0,2024-10-26,fabuloso
hotel las arenas balneario resort,irlanda,habitación doble con vistas al mar,7,pareja,muy bien,,,8.0,2024-10-23,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,3,familia,fantástico,,,9.0,2024-10-17,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,3,persona que viaja sola,excepcional,,,10.0,2024-10-17,fabuloso
hotel las arenas balneario resort,noruega,suite junior con vistas al mar,7,familia,excepcional,,,10.0,2024-10-13,fabuloso
hotel las arenas balneario resort,australia,habitación doble con vistas al mar,2,familia,muy bien,,,8.0,2024-10-10,fabuloso
hotel las arenas balneario resort,irlanda,habitación doble con vistas al mar,3,grupo,excepcional,,,10.0,2024-10-04,fabuloso
hotel las arenas balneario resort,hungría,habitación individual estándar,2,persona que viaja sola,excepcional,,,10.0,2024-09-27,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,14,pareja,excepcional,,,10.0,2024-09-23,fabuloso
hotel las arenas balneario resort,jersey,habitación doble con vistas al mar,14,pareja,excepcional,,,10.0,2024-09-22,fabuloso
hotel las arenas balneario resort,irlanda,habitación individual estándar,7,persona que viaja sola,excepcional,,,10.0,2024-09-15,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,4,pareja,fantástico,,,9.0,2024-09-15,fabuloso
hotel las arenas balneario resort,reino unido,suite junior con vistas al mar,2,familia,fantástico,,,9.0,2024-09-14,fabuloso
hotel las arenas balneario resort,irlanda,suite junior con vistas al mar,5,pareja,muy bien,,,8.0,2024-09-03,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,3,persona que viaja sola,fantástico,,,9.0,2024-08-30,fabuloso
hotel las arenas balneario resort,hungría,habitación individual estándar,2,persona que viaja sola,excepcional,,,10.0,2024-08-29,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble estándar,4,grupo,excepcional,,,10.0,2024-08-11,fabuloso
hotel las arenas balneario resort,austria,habitación individual estándar,1,persona que viaja sola,fantástico,,,9.0,2024-08-11,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,2,pareja,excepcional,,,10.0,2024-08-08,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas a la piscina,5,pareja,fantástico,,,9.0,2024-08-07,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas laterales al mar,1,familia,excepcional,,,10.0,2024-07-19,fabuloso
hotel las arenas balneario resort,canadá,habitación doble con vistas al mar,3,pareja,fantástico,,,9.0,2024-07-17,fabuloso
hotel las arenas balneario resort,bulgaria,habitación doble con vistas laterales al mar,3,grupo,muy bien,,,8.0,2024-07-14,fabuloso
hotel las arenas balneario resort,islandia,habitación doble con vistas al mar,7,pareja,muy bien,,,8.0,2024-07-11,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,10,persona que viaja sola,excepcional,,,10.0,2024-06-28,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,10,grupo,excepcional,,,10.0,2024-06-28,fabuloso
hotel las arenas balneario resort,irlanda,habitación doble con vistas al mar,3,grupo,excepcional,,,10.0,2024-06-17,fabuloso
hotel las arenas balneario resort,bulgaria,habitación doble con vistas al mar,7,familia,excepcional,,,10.0,2024-06-16,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,4,familia,excepcional,,,10.0,2024-06-02,fabuloso
hotel las arenas balneario resort,suecia,habitación doble con vistas al mar,4,grupo,top notch,,,10.0,2024-05-31,fabuloso
hotel las arenas balneario resort,países bajos,habitación doble con vistas al mar,7,pareja,fantástico,,,9.0,2024-05-30,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas laterales al mar,3,grupo,muy bien,,,8.0,2024-05-16,fabuloso
hotel las arenas balneario resort,alemania,habitación doble con vistas al mar,2,pareja,excepcional,,,10.0,2024-05-14,fabuloso
hotel las arenas balneario resort,lituania,habitación doble con vistas laterales al mar,1,pareja,excepcional,,,10.0,2024-05-13,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,4,persona que viaja sola,excepcional,,,10.0,2024-05-13,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,1,persona que viaja sola,excepcional,,,10.0,2024-05-07,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,4,grupo,excepcional,,,10.0,2024-05-04,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,3,pareja,muy bien,,,8.0,2024-04-29,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,4,persona que viaja sola,muy bien,,,8.0,2024-04-28,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,5,persona que viaja sola,fantástico,,,9.0,2024-04-23,fabuloso
hotel las arenas balneario resort,lituania,habitación doble con vistas laterales al mar,4,familia,excepcional,,,10.0,2024-04-13,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble estándar,1,grupo,muy bien,,,8.0,2024-04-11,fabuloso
hotel las arenas balneario resort,irlanda,habitación doble con vistas al mar,3,familia,excepcional,,,10.0,2024-04-10,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas a la piscina,4,pareja,excepcional,,,10.0,2024-04-09,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas laterales al mar,4,pareja,fantástico,,,9.0,2024-03-28,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,9,pareja,fantástico,,,9.0,2023-11-04,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,4,pareja,muy bien,,,8.0,2023-10-19,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,1,familia,fantástico,,,9.0,2023-10-10,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,7,pareja,fantástico,,,9.0,2023-10-10,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,2,pareja,excepcional,,,10.0,2023-10-08,fabuloso
hotel las arenas balneario resort,reino unido,habitación individual estándar,2,persona que viaja sola,muy bien,,,8.0,2023-10-06,fabuloso
hotel las arenas balneario resort,países bajos,habitación individual estándar,1,persona que viaja sola,fantástico,,,9.0,2023-10-02,fabuloso
hotel las arenas balneario resort,alemania,habitación individual estándar,1,persona que viaja sola,fantástico,,,9.0,2023-10-01,fabuloso
hotel las arenas balneario resort,países bajos,habitación individual estándar,1,grupo,fantástico,,,9.0,2023-09-29,fabuloso
hotel las arenas balneario resort,suecia,habitación individual estándar,1,persona que viaja sola,excepcional,,,10.0,2023-09-27,fabuloso
hotel las arenas balneario resort,reino unido,habitación doble con vistas al mar,3,pareja,fantástico,,,9.0,2023-09-22,fabuloso
