web_scraper_order,web_scraper_start_url,nombre_del_hotel,nombre_usuario,nacionalidad,detalles_hab,noches,personas,comentario_general,positivo,negativo,nota,fecha,nota_personal,nota_confort,nota_wifi,nota_instalaciones_servicios,nota_calidad_precio,nota_limpieza,nota_ubicacion,nota_media_resenas,comentario_media_hotel
"1776331365-1","https://www.booking.com/searchresults.es.html?label=es-es-booking-desktop-onknyt5TBrS8m9RnGd*6fgS652829001115%3Apl%3Ata%3Ap1%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-65526620%3Alp9221648%3Ali%3Adec%3Adm&aid=2311236&ss=Valencia&ssne=Valencia&ssne_untouched=Valencia&efdco=1&lang=es&src=searchresults&dest_id=-406131&dest_type=city&checkin=2026-04-24&checkout=2026-04-25&ltfd=5%3A1%3A4-2026_5-2026_6-2026%3A1%3A&group_adults=2&no_rooms=1&group_children=0&nflt=ht_id%3D204%3Bdistance%3D1000","","","","","","","","","","","","","","","","","","","",""
